18:40:13 18/12/2023 - User: 100075058221244, Message: ohh parang terminal
18:51:29 18/12/2023 - User: 100075058221244, Message: hulaan nyo kelan ako mag start ng NodeJS
18:51:30 18/12/2023 - User: undefined, Message: undefined
18:51:30 18/12/2023 - User: undefined, Message: undefined
18:51:31 18/12/2023 - User: undefined, Message: undefined
18:51:31 18/12/2023 - User: undefined, Message: undefined
18:51:31 18/12/2023 - User: undefined, Message: undefined
18:51:49 18/12/2023 - User: 100027399343135, Message: kinder
18:51:50 18/12/2023 - User: undefined, Message: undefined
18:51:50 18/12/2023 - User: undefined, Message: undefined
18:51:50 18/12/2023 - User: undefined, Message: undefined
18:51:51 18/12/2023 - User: undefined, Message: undefined
18:51:56 18/12/2023 - User: 100092433416284, Message: kinakabahan ako baka bata rin si Hazeyy hindi maaariiiiiiiii
18:51:56 18/12/2023 - User: undefined, Message: undefined
18:51:57 18/12/2023 - User: undefined, Message: undefined
18:51:57 18/12/2023 - User: 100092433416284, Message: undefined
18:51:57 18/12/2023 - User: undefined, Message: undefined
18:52:27 18/12/2023 - User: undefined, Message: undefined
18:52:31 18/12/2023 - User: undefined, Message: undefined
18:52:32 18/12/2023 - User: undefined, Message: undefined
18:52:32 18/12/2023 - User: 100075058221244, Message: mali
18:52:33 18/12/2023 - User: undefined, Message: undefined
18:52:34 18/12/2023 - User: undefined, Message: undefined
18:52:34 18/12/2023 - User: undefined, Message: undefined
18:52:34 18/12/2023 - User: undefined, Message: undefined
18:52:39 18/12/2023 - User: undefined, Message: undefined
18:52:39 18/12/2023 - User: 100075058221244, Message: nung October lang ako nag start e
18:52:40 18/12/2023 - User: undefined, Message: undefined
18:52:40 18/12/2023 - User: undefined, Message: undefined
18:52:41 18/12/2023 - User: undefined, Message: undefined
18:52:42 18/12/2023 - User: 100075058221244, Message: undefined
18:52:42 18/12/2023 - User: 100075058221244, Message: undefined
18:53:04 18/12/2023 - User: undefined, Message: undefined
18:53:33 18/12/2023 - User: undefined, Message: undefined
18:53:34 18/12/2023 - User: undefined, Message: undefined
18:53:40 18/12/2023 - User: undefined, Message: undefined
18:53:57 18/12/2023 - User: 100092433416284, Message: kaya pala medyo maldita kid pa pala
18:53:57 18/12/2023 - User: undefined, Message: undefined
18:53:58 18/12/2023 - User: undefined, Message: undefined
18:53:59 18/12/2023 - User: undefined, Message: undefined
18:53:59 18/12/2023 - User: 100092433416284, Message: undefined
19:02:33 18/12/2023 - User: undefined, Message: undefined
19:02:34 18/12/2023 - User: undefined, Message: undefined
19:02:43 18/12/2023 - User: undefined, Message: undefined
19:02:43 18/12/2023 - User: 100053549552408, Message: Diko naman talaga interesadong matutunan yan because yung pangarap ko
19:04:15 18/12/2023 - User: undefined, Message: undefined
19:04:37 18/12/2023 - User: 100036956043695, Message: 
19:04:38 18/12/2023 - User: 100036956043695, Message: undefined
19:04:38 18/12/2023 - User: undefined, Message: undefined
19:04:38 18/12/2023 - User: 100036956043695, Message: undefined
19:04:42 18/12/2023 - User: undefined, Message: undefined
19:04:45 18/12/2023 - User: undefined, Message: undefined
19:04:46 18/12/2023 - User: undefined, Message: undefined
19:04:47 18/12/2023 - User: 100036956043695, Message: Hello world
19:04:49 18/12/2023 - User: undefined, Message: undefined
19:05:21 18/12/2023 - User: undefined, Message: undefined
19:05:22 18/12/2023 - User: undefined, Message: undefined
19:05:22 18/12/2023 - User: 100036956043695, Message: Hello
19:05:24 18/12/2023 - User: undefined, Message: undefined
19:05:27 18/12/2023 - User: undefined, Message: undefined
19:05:59 18/12/2023 - User: undefined, Message: undefined
19:06:00 18/12/2023 - User: undefined, Message: undefined
19:06:00 18/12/2023 - User: 100036956043695, Message: Hello
19:06:01 18/12/2023 - User: undefined, Message: undefined
19:06:04 18/12/2023 - User: undefined, Message: undefined
19:06:04 18/12/2023 - User: 100084460236270, Message: ‎Hello, Yenzy Bot,
─────────────────
 You're The 34th Member of Tambayan
19:06:05 18/12/2023 - User: 100084460236270, Message: undefined
19:06:05 18/12/2023 - User: undefined, Message: undefined
19:06:05 18/12/2023 - User: 100084460236270, Message: undefined
19:06:05 18/12/2023 - User: undefined, Message: undefined
19:06:05 18/12/2023 - User: undefined, Message: undefined
19:06:05 18/12/2023 - User: undefined, Message: undefined
19:06:05 18/12/2023 - User: 100084460236270, Message: undefined
19:06:06 18/12/2023 - User: 100084460236270, Message: undefined
19:06:09 18/12/2023 - User: 61554344078995, Message: undefined
19:06:10 18/12/2023 - User: undefined, Message: undefined
19:06:10 18/12/2023 - User: 61554344078995, Message: undefined
19:06:10 18/12/2023 - User: 61554344078995, Message: undefined
19:06:10 18/12/2023 - User: 61554344078995, Message: undefined
19:06:10 18/12/2023 - User: undefined, Message: undefined
19:06:10 18/12/2023 - User: undefined, Message: undefined
19:06:10 18/12/2023 - User: 61554344078995, Message: undefined
19:06:10 18/12/2023 - User: undefined, Message: undefined
19:06:10 18/12/2023 - User: 61554344078995, Message: undefined
19:06:10 18/12/2023 - User: undefined, Message: undefined
19:06:10 18/12/2023 - User: 61554344078995, Message: undefined
19:06:11 18/12/2023 - User: 61554344078995, Message: undefined
19:06:11 18/12/2023 - User: 61554338835999, Message: Hi, Yenzy Bot. Welcome to Tambayan.
You're the 34th member of this group, please enjoy! 🥳♥
19:06:12 18/12/2023 - User: 100084460236270, Message: Hi, Yenzy Bot. Welcome to Tambayan.
You're the 34th member of this group, please enjoy! 🥳♥
19:06:12 18/12/2023 - User: undefined, Message: undefined
19:06:12 18/12/2023 - User: 61554338835999, Message: undefined
19:06:12 18/12/2023 - User: 100090137892688, Message: Hi, Yenzy Bot. Welcome to Tambayan.
You're the 34th member of this group, please enjoy! 🥳♥
19:06:13 18/12/2023 - User: 100084460236270, Message: undefined
19:06:13 18/12/2023 - User: 100084460236270, Message: undefined
19:06:13 18/12/2023 - User: undefined, Message: undefined
19:06:13 18/12/2023 - User: 100084460236270, Message: undefined
19:06:13 18/12/2023 - User: 100084460236270, Message: undefined
19:06:13 18/12/2023 - User: 100084460236270, Message: undefined
19:06:13 18/12/2023 - User: 61554338835999, Message: undefined
19:06:13 18/12/2023 - User: 100084460236270, Message: undefined
19:06:13 18/12/2023 - User: undefined, Message: undefined
19:06:13 18/12/2023 - User: 100084460236270, Message: undefined
19:06:13 18/12/2023 - User: 100084460236270, Message: undefined
19:06:13 18/12/2023 - User: 100090137892688, Message: undefined
19:06:13 18/12/2023 - User: undefined, Message: undefined
19:06:13 18/12/2023 - User: 100090137892688, Message: undefined
19:06:13 18/12/2023 - User: undefined, Message: undefined
19:06:13 18/12/2023 - User: 61554517328213, Message: Hi, Yenzy Bot. Welcome to Tambayan.
You're the 34th member of this group, please enjoy! 🥳♥
19:06:14 18/12/2023 - User: 61554338835999, Message: undefined
19:06:20 18/12/2023 - User: undefined, Message: undefined
19:06:26 18/12/2023 - User: 100002121429824, Message: .unsent
19:06:26 18/12/2023 - User: 100084460236270, Message: Having some unexpected error when using command unsent, error: TypeError: Cannot read property 'senderID' of undefined
19:06:27 18/12/2023 - User: undefined, Message: undefined
19:06:27 18/12/2023 - User: undefined, Message: undefined
19:06:27 18/12/2023 - User: undefined, Message: undefined
19:06:27 18/12/2023 - User: 61554516933970, Message: Having some unexpected error when using command unsent, error: TypeError: Cannot read property 'senderID' of undefined
19:06:27 18/12/2023 - User: undefined, Message: undefined
19:06:28 18/12/2023 - User: 100084460236270, Message: undefined
19:06:28 18/12/2023 - User: undefined, Message: undefined
19:06:28 18/12/2023 - User: undefined, Message: undefined
19:06:28 18/12/2023 - User: 100084460236270, Message: undefined
19:06:28 18/12/2023 - User: undefined, Message: undefined
19:06:29 18/12/2023 - User: 100084460236270, Message: undefined
19:06:29 18/12/2023 - User: undefined, Message: undefined
19:06:29 18/12/2023 - User: 100084460236270, Message: undefined
19:06:29 18/12/2023 - User: undefined, Message: undefined
19:06:29 18/12/2023 - User: undefined, Message: undefined
19:07:03 18/12/2023 - User: 100084460236270, Message: undefined
19:07:03 18/12/2023 - User: 100084460236270, Message: undefined
19:07:03 18/12/2023 - User: 100084460236270, Message: undefined
19:07:03 18/12/2023 - User: 100084460236270, Message: undefined
19:07:03 18/12/2023 - User: 100084460236270, Message: undefined
19:07:03 18/12/2023 - User: 100084460236270, Message: undefined
19:07:03 18/12/2023 - User: 100084460236270, Message: undefined
19:07:03 18/12/2023 - User: 100084460236270, Message: undefined
19:07:03 18/12/2023 - User: 100090137892688, Message: undefined
19:07:03 18/12/2023 - User: 61554201747411, Message: .
19:07:03 18/12/2023 - User: 100084460236270, Message: The command you used doesn't exist, is that "bard" or not?
19:07:04 18/12/2023 - User: 61554516933970, Message: Command not found
Use .help to display all commands is that "sim" or not?
19:07:04 18/12/2023 - User: 100084460236270, Message: undefined
19:07:04 18/12/2023 - User: 100063140322558, Message: You are unable to use bot!
Otherbot
17/12/2023 14:12:11
19:07:04 18/12/2023 - User: 100084460236270, Message: undefined
19:07:04 18/12/2023 - User: 100084460236270, Message: undefined
19:07:04 18/12/2023 - User: 100084460236270, Message: Facebook users
You have been detected as a bot so you will be banned to avoid spam
19:07:04 18/12/2023 - User: 100084460236270, Message: Facebook users
You have been detected as a bot so you will be banned to avoid spam
19:07:04 18/12/2023 - User: 100063140322558, Message: undefined
19:07:04 18/12/2023 - User: 100063140322558, Message: Command not found
Use .help to display all commands is that "sim" or not?
19:07:04 18/12/2023 - User: undefined, Message: undefined
19:07:04 18/12/2023 - User: undefined, Message: undefined
19:07:04 18/12/2023 - User: 100084460236270, Message: undefined
19:07:05 18/12/2023 - User: 100002121429824, Message: .unsent
19:07:05 18/12/2023 - User: 100084460236270, Message: undefined
19:07:05 18/12/2023 - User: 100084460236270, Message: undefined
19:07:05 18/12/2023 - User: 100084460236270, Message: undefined
19:07:05 18/12/2023 - User: 100084460236270, Message: undefined
19:07:05 18/12/2023 - User: undefined, Message: undefined
19:07:05 18/12/2023 - User: 100084460236270, Message: undefined
19:07:05 18/12/2023 - User: undefined, Message: undefined
19:07:05 18/12/2023 - User: undefined, Message: undefined
19:07:05 18/12/2023 - User: 100084460236270, Message: undefined
19:07:05 18/12/2023 - User: 61554338835999, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:05 18/12/2023 - User: undefined, Message: undefined
19:07:05 18/12/2023 - User: 61554338835999, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:05 18/12/2023 - User: 100084460236270, Message: undefined
19:07:05 18/12/2023 - User: undefined, Message: undefined
19:07:05 18/12/2023 - User: undefined, Message: undefined
19:07:05 18/12/2023 - User: undefined, Message: undefined
19:07:05 18/12/2023 - User: 61554516933970, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:06 18/12/2023 - User: 61554516933970, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:06 18/12/2023 - User: 100084460236270, Message: »» NOTICE «« Update user nicknames 100063140322558 to: 「 . 」- » yenzy «
19:07:06 18/12/2023 - User: 100084460236270, Message: »» NOTICE «« Update user nicknames 100063140322558 to: 「 . 」- » yenzy «
19:07:06 18/12/2023 - User: 61554517328213, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:06 18/12/2023 - User: 61554517328213, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:06 18/12/2023 - User: 61554338835999, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:07 18/12/2023 - User: 100084460236270, Message: Can't to unsend message from other user.
19:07:07 18/12/2023 - User: 61554516933970, Message: Can't to unsend message from other user.
19:07:07 18/12/2023 - User: undefined, Message: undefined
19:07:07 18/12/2023 - User: 100084460236270, Message: »» NOTICE «« Update user nicknames 100063140322558 to: 「 . 」- » yenzy «
19:07:07 18/12/2023 - User: undefined, Message: undefined
19:07:07 18/12/2023 - User: undefined, Message: undefined
19:07:08 18/12/2023 - User: 100084460236270, Message: undefined
19:07:08 18/12/2023 - User: undefined, Message: undefined
19:07:08 18/12/2023 - User: 100084460236270, Message: undefined
19:07:08 18/12/2023 - User: 100063140322558, Message: Changing bot nickname is not allowed. And don't change it.
19:07:08 18/12/2023 - User: 100090137892688, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:08 18/12/2023 - User: 100063140322558, Message: Changing bot nickname is not allowed. And don't change it.
19:07:09 18/12/2023 - User: undefined, Message: undefined
19:07:09 18/12/2023 - User: 100090137892688, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:09 18/12/2023 - User: 61554517328213, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:10 18/12/2023 - User: 61554516933970, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:10 18/12/2023 - User: 100084460236270, Message: undefined
19:07:10 18/12/2023 - User: undefined, Message: undefined
19:07:10 18/12/2023 - User: undefined, Message: undefined
19:07:10 18/12/2023 - User: 61554338835999, Message: undefined
19:07:10 18/12/2023 - User: undefined, Message: undefined
19:07:10 18/12/2023 - User: undefined, Message: undefined
19:07:10 18/12/2023 - User: undefined, Message: undefined
19:07:10 18/12/2023 - User: 61554338835999, Message: undefined
19:07:10 18/12/2023 - User: 100084460236270, Message: undefined
19:07:10 18/12/2023 - User: 100084460236270, Message: undefined
19:07:10 18/12/2023 - User: 100084460236270, Message: undefined
19:07:12 18/12/2023 - User: 100063140322558, Message: Changing bot nickname is not allowed. And don't change it.
19:07:12 18/12/2023 - User: undefined, Message: undefined
19:07:12 18/12/2023 - User: undefined, Message: undefined
19:07:12 18/12/2023 - User: 100084460236270, Message: undefined
19:07:12 18/12/2023 - User: undefined, Message: undefined
19:07:12 18/12/2023 - User: 100084460236270, Message: undefined
19:07:12 18/12/2023 - User: undefined, Message: undefined
19:07:12 18/12/2023 - User: 100084460236270, Message: undefined
19:07:12 18/12/2023 - User: undefined, Message: undefined
19:07:12 18/12/2023 - User: 100090137892688, Message: »» NOTICE «« Update user nicknames Yenzy Bot to: 「 . 」- » yenzy «
19:07:13 18/12/2023 - User: undefined, Message: undefined
19:07:14 18/12/2023 - User: undefined, Message: undefined
19:07:14 18/12/2023 - User: 100084460236270, Message: undefined
19:07:14 18/12/2023 - User: undefined, Message: undefined
19:07:14 18/12/2023 - User: 100084460236270, Message: Nguyën Than
You have been detected as a bot so you will be banned to avoid spam
19:07:14 18/12/2023 - User: 100084460236270, Message: undefined
19:07:14 18/12/2023 - User: undefined, Message: undefined
19:07:14 18/12/2023 - User: 100090137892688, Message: undefined
19:07:14 18/12/2023 - User: 100090137892688, Message: undefined
19:07:14 18/12/2023 - User: 100063140322558, Message: undefined
19:07:14 18/12/2023 - User: 100063140322558, Message: undefined
19:07:14 18/12/2023 - User: 100084460236270, Message: Nguyën Than
You have been detected as a bot so you will be banned to avoid spam
19:07:14 18/12/2023 - User: undefined, Message: undefined
19:07:14 18/12/2023 - User: 100084460236270, Message: undefined
19:07:14 18/12/2023 - User: undefined, Message: undefined
19:07:15 18/12/2023 - User: undefined, Message: undefined
19:07:15 18/12/2023 - User: 100084460236270, Message: undefined
19:07:15 18/12/2023 - User: undefined, Message: undefined
19:07:15 18/12/2023 - User: undefined, Message: undefined
19:07:15 18/12/2023 - User: 100084460236270, Message: undefined
19:07:15 18/12/2023 - User: 100063140322558, Message: undefined
19:07:15 18/12/2023 - User: 61554338835999, Message: undefined
19:07:15 18/12/2023 - User: 61554201747411, Message: undefined
19:07:15 18/12/2023 - User: 100063140322558, Message: undefined
19:07:15 18/12/2023 - User: 100063140322558, Message: undefined
19:07:15 18/12/2023 - User: undefined, Message: undefined
19:07:15 18/12/2023 - User: 100063140322558, Message: undefined
19:07:15 18/12/2023 - User: undefined, Message: undefined
19:07:15 18/12/2023 - User: 100084460236270, Message: undefined
19:07:15 18/12/2023 - User: 100084460236270, Message: undefined
19:07:15 18/12/2023 - User: 100063140322558, Message: undefined
19:07:15 18/12/2023 - User: undefined, Message: undefined
19:07:15 18/12/2023 - User: undefined, Message: undefined
19:07:15 18/12/2023 - User: 100063140322558, Message: undefined
19:07:15 18/12/2023 - User: undefined, Message: undefined
19:07:15 18/12/2023 - User: undefined, Message: undefined
19:07:15 18/12/2023 - User: undefined, Message: undefined
19:07:16 18/12/2023 - User: undefined, Message: undefined
19:07:16 18/12/2023 - User: undefined, Message: undefined
19:07:16 18/12/2023 - User: 100084460236270, Message: undefined
19:07:16 18/12/2023 - User: undefined, Message: undefined
19:07:16 18/12/2023 - User: 100084460236270, Message: undefined
19:07:16 18/12/2023 - User: 100084460236270, Message: undefined
19:07:16 18/12/2023 - User: 100063140322558, Message: undefined
19:07:16 18/12/2023 - User: 100084460236270, Message: undefined
19:07:16 18/12/2023 - User: undefined, Message: undefined
19:07:16 18/12/2023 - User: undefined, Message: undefined
19:07:16 18/12/2023 - User: 100084460236270, Message: undefined
19:07:16 18/12/2023 - User: 100084460236270, Message: undefined
19:07:16 18/12/2023 - User: undefined, Message: undefined
19:07:16 18/12/2023 - User: 100063140322558, Message: undefined
19:07:16 18/12/2023 - User: undefined, Message: undefined
19:07:16 18/12/2023 - User: 100063140322558, Message: You are unable to use bot!
Otherbot
17/12/2023 14:12:11
19:07:16 18/12/2023 - User: 100063140322558, Message: undefined
19:07:16 18/12/2023 - User: undefined, Message: undefined
19:07:16 18/12/2023 - User: 61554344078995, Message: undefined
19:07:16 18/12/2023 - User: 100084460236270, Message: undefined
19:07:16 18/12/2023 - User: 100084460236270, Message: undefined
19:07:16 18/12/2023 - User: undefined, Message: undefined
19:07:16 18/12/2023 - User: 61554344078995, Message: undefined
19:07:16 18/12/2023 - User: 100084460236270, Message: undefined
19:07:16 18/12/2023 - User: 100063140322558, Message: undefined
19:07:16 18/12/2023 - User: 100084460236270, Message: undefined
19:07:17 18/12/2023 - User: undefined, Message: undefined
19:07:17 18/12/2023 - User: 61554344078995, Message: undefined
19:07:17 18/12/2023 - User: 61554338835999, Message: Yenzy Bot removed 1 message
content: You are unable to use bot!
Otherbot
17/12/2023 14:12:11
19:07:17 18/12/2023 - User: 61554516933970, Message: undefined
19:07:17 18/12/2023 - User: undefined, Message: undefined
19:07:18 18/12/2023 - User: undefined, Message: undefined
19:07:18 18/12/2023 - User: undefined, Message: undefined
19:07:18 18/12/2023 - User: 61554517328213, Message: Yenzy Bot removed 1 message
content: You are unable to use bot!
Otherbot
17/12/2023 14:12:11
19:07:18 18/12/2023 - User: undefined, Message: undefined
19:07:18 18/12/2023 - User: undefined, Message: undefined
19:07:18 18/12/2023 - User: 100084460236270, Message: undefined
19:07:18 18/12/2023 - User: 100084460236270, Message: undefined
19:07:18 18/12/2023 - User: 100084460236270, Message: undefined
19:07:18 18/12/2023 - User: undefined, Message: undefined
19:07:19 18/12/2023 - User: 100084460236270, Message: undefined
19:07:20 18/12/2023 - User: 61554344078995, Message: undefined
19:07:22 18/12/2023 - User: 61554344078995, Message: undefined
19:07:22 18/12/2023 - User: undefined, Message: undefined
19:07:22 18/12/2023 - User: 61554344078995, Message: undefined
19:07:23 18/12/2023 - User: 61554344078995, Message: undefined
19:07:23 18/12/2023 - User: undefined, Message: undefined
19:07:23 18/12/2023 - User: undefined, Message: undefined
19:07:23 18/12/2023 - User: 61554344078995, Message: undefined
19:07:23 18/12/2023 - User: undefined, Message: undefined
19:07:23 18/12/2023 - User: undefined, Message: undefined
19:07:23 18/12/2023 - User: 61554344078995, Message: undefined
19:07:23 18/12/2023 - User: 61554344078995, Message: undefined
19:07:23 18/12/2023 - User: undefined, Message: undefined
19:08:16 18/12/2023 - User: 100002121429824, Message: Ai
19:08:16 18/12/2023 - User: 61554516933970, Message: Please provide a question for GPT-4 to answer.

Example:
ai what is the second law of motion?
19:08:16 18/12/2023 - User: undefined, Message: undefined
19:08:16 18/12/2023 - User: 61554517328213, Message: Please provide a question for GPT-4 to answer.

Example:
ai what is the second law of motion?
19:08:16 18/12/2023 - User: 100090137892688, Message: Please provide a question for GPT-4 to answer.

Example:
ai what is the second law of motion?
